name,maker,size_mm,weight_g,price_yen,hook_size,lure_type,range_min_cm,range_max_cm,swim_posture,action,speed_range,casting_distance,bachi_types,youtube_url,amazon_url,rakuten_url,rating,comment
ラザミン90,ブルーブルー,90,8,1958,#8,floating,0,10,horizontal,I字,all,medium,harbor,https://www.youtube.com/watch?v=ZOY8FdJdveQ,https://www.amazon.co.jp/s?k=%E3%83%A9%E3%82%B6%E3%83%9F%E3%83%B390&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25A9%25E3%2582%25B6%25E3%2583%259F%25E3%2583%25B390%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
カッター90,メガバス,90,8,1870,#8,sinking,0,5,horizontal,テールスイング,all,medium,harbor,https://www.youtube.com/watch?v=umek8uKKb5c,https://www.amazon.co.jp/s?k=%E3%82%AB%E3%83%83%E3%82%BF%E3%83%BC90&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25AB%25E3%2583%2583%25E3%2582%25BF%25E3%2583%25BC90%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
カーム80,アイマ,80,7,1650,#10,sinking,0,20,horizontal,テールスイング,slow,medium,harbor,https://www.youtube.com/watch?v=KdCvK8B9Vjg,https://www.amazon.co.jp/s?k=%E3%82%AB%E3%83%BC%E3%83%A080&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25AB%25E3%2583%25BC%25E3%2583%25A080%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,2,「細いシンペン」として登場。いかにも釣れそうなのでよく売れたようだが定着はしなかった。数匹このルアーでとっているがワンダーの後塵を拝すイメージ。ワンダーよりアクションが弱くふわふわっとした泳ぎである。飛距離を重視しており、レンジが入る。港湾部ではやや持て余すフォールスピードで使い勝手が悪い。川ではアピール度が弱い。
カーム110,アイマ,110,10,1870,#8,sinking,10,50,horizontal,テールスイング,slow,medium,river,https://www.youtube.com/watch?v=PskUWJLBXJc,https://www.amazon.co.jp/s?k=%E3%82%AB%E3%83%BC%E3%83%A0110&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25AB%25E3%2583%25BC%25E3%2583%25A0110%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,5,"底バチで強さを発揮するルアー。バチ抜けルアーは浮き上がりが早いルアーが多いが、底層をゆっくり引くことができるところが強み。イメージは1.5Mから１M水深のレンジをボトムよりやや上を引いてくるイメージで使っている。スローで底のほうを引けるルアーがあまりないので特別な位置を占め,いまも一軍。底バチルアーは中層より下のルアーのことを指して厳密に底をとるルアーは少ない。リップ付きで中層を探れるルアーはあるが、底層を表層系のシンペンのようなバチの動きで誘えるルアーはない。2023年に復刻されたようでかなり買い足した。"
ワンダー60,ラッキークラフト,60,6.2,1430,#10,sinking,10,30,horizontal,テールスイング,all,medium,"harbor,kurukuru",https://www.youtube.com/watch?v=-vQteH2lNIQ,https://www.amazon.co.jp/s?k=%E3%83%AF%E3%83%B3%E3%83%80%E3%83%BC60&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25AF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC60%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,5,クルクルバチ対策優秀ルアー。キャロットやフィールが登場する前はクルクルバチにはワンダー60がメインだった。小さいがワンダー80同様によく動くのでアピールがあり他ルアーとの差別化要素がある。基本的にはスローで引いてくるルアーだがクルクルの時には早巻きがおすすめ。その際は飛び出さないようにロッドティップを水面に近づけること。クルクル時はショートバイトが多いが、ワンダー60の早巻きでドンっと食ってくる。管理人のハクパターン対策の筆頭ルアーでもある。
ワンダー80,ラッキークラフト,80,11.5,1540,#8,sinking,10,30,horizontal,テールスイング,slow,long,harbor,https://www.youtube.com/watch?v=x0aNOyXAlJM,https://www.amazon.co.jp/s?k=%E3%83%AF%E3%83%B3%E3%83%80%E3%83%BC80&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25AF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC80%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,4,元祖シンペン。現代のバチ抜けシンペンと比較するとやや太いが今もよく釣れる。80は港湾バチにフィットする。ワンダーシリーズの特徴として他のバチ抜けルアーよりアクション強い。弱い動きが必須であるバチ抜けルアーのなかにアクション弱と強の間がある。ワンダーはバチ抜けとして反応する動きのなかの強であり、ハマる時がある。バチ抜けにおけるボラは強い動きに反応して連発することがある。やや太目であるところも他ルアーとの差別化要素になっており今も一軍。
ワンダースリム70,ラッキークラフト,70,5.5,1540,#10,sinking,0,10,horizontal,テールスイング,slow,long,harbor,https://www.youtube.com/watch?v=KNmVpIoL6aY,https://www.amazon.co.jp/s?k=%E3%83%AF%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%83%AA%E3%83%A070&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25AF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC%25E3%2582%25B9%25E3%2583%25AA%25E3%2583%25A070%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,2,"ワンダー60に惚れ込んでいたので、細くてよりバチっぽいワンダースリムならより釣れるだろうともって使っていたが、ワンダー60に一度も勝つことはできなかった。レンジの安定性に欠ける印象。泳ぎも60,80と比較してやや固い印象がある。"
エクスセンス トライデント90S,シマノ,90,11,2200,#8,sinking,0,10,horizontal,テールスイング,slow,long,harbor,https://www.youtube.com/watch?v=fJKkkGgDFFw,https://www.amazon.co.jp/s?k=%E3%82%A8%E3%82%AF%E3%82%B9%E3%82%BB%E3%83%B3%E3%82%B9%20%E3%83%88%E3%83%A9%E3%82%A4%E3%83%87%E3%83%B3%E3%83%8890S&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25A8%25E3%2582%25AF%25E3%2582%25B9%25E3%2582%25BB%25E3%2583%25B3%25E3%2582%25B9%2520%25E3%2583%2588%25E3%2583%25A9%25E3%2582%25A4%25E3%2583%2587%25E3%2583%25B3%25E3%2583%258890S%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
モアザン キャロット72S,ダイワ,72,4.4,1760,#10,sinking,0,5,horizontal,テールスイング,all,short,"harbor,kurukuru",https://www.youtube.com/watch?v=tH_hu0GND_I,https://www.amazon.co.jp/s?k=%E3%83%A2%E3%82%A2%E3%82%B6%E3%83%B3%20%E3%82%AD%E3%83%A3%E3%83%AD%E3%83%83%E3%83%8872S&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25A2%25E3%2582%25A2%25E3%2582%25B6%25E3%2583%25B3%2520%25E3%2582%25AD%25E3%2583%25A3%25E3%2583%25AD%25E3%2583%2583%25E3%2583%258872S%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,5,"港湾バチのシンペン系メインルアー。風がなければキャロットが先発。登場当初はヘッドについている金属で引き波を立てるということでよくあるギミック系ルアーだと思っていたがさすが大野ゆうき氏。素晴らしい泳ぎだった。泳ぎは2パターン、ロッドを高くあげて巻いてくる広告通りの角を利用した細い引き波を立てるパターン。同じ引き波を出せるルアーはないので重宝する。港湾バチをよく観察して引き波の細さを見てほしい。細い引き波をたてているときはキャロットであれば反応させられることがある。
もう一つの泳ぎは水面直下2-5センチのふらつきアクション。アクションはワンダー60の泳ぎをやや緩やかにした如何にも釣れる動き。かつ水平姿勢での泳ぎであり管理人的には満点の泳ぎ。"
プレックス水面直下85,ロンジン,85,7.5,1980,#10,sinking,0,10,horizontal,くねり,"dead_slow,slow",medium,"harbor,kurukuru",https://www.youtube.com/watch?v=06G7i0ufV8w,https://www.amazon.co.jp/s?k=%E3%83%97%E3%83%AC%E3%83%83%E3%82%AF%E3%82%B985&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%2597%25E3%2583%25AC%25E3%2583%2583%25E3%2582%25AF%25E3%2582%25B985%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,4,バチ抜け界隈を一時制覇したジョイント系ルアー。今もよく釣れるし他のルアーとの差別化要素もある。よく使うのは水面直下。表層引き波系、シンペン系で反応しないときにプレックスを入れると反応することがままある。水面直下の名の通り、水面下で使う。引き波を出したポジションであると強みが半減する。他ルアーでは出せない動きが出るので今も一軍ルアーである。出来ればより大きなサイズを作ってほしい。プレックスも川バチに使うことは出来るがあくまで港湾用であると認識していてよりアピールのあるスネーク系アクションバチルアーがほしい。現状どこもだしていない認識なので、相当釣れると思われる。130mmが欲しい。
レビンライト,ロンジン,95,12,2200,#6,sinking,0,40,horizontal,テールスイング,slow,long,harbor,https://www.youtube.com/watch?v=6lVfORnZRTI,https://www.amazon.co.jp/s?k=%E3%83%AC%E3%83%93%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%88&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25AC%25E3%2583%2593%25E3%2583%25B3%25E3%2583%25A9%25E3%2582%25A4%25E3%2583%2588%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
パンチラインスリム90,アピア,90,12,1870,#10,sinking,0,20,horizontal,テールスイング,slow,long,harbor,https://www.youtube.com/watch?v=LXn7wR9OIck,https://www.amazon.co.jp/s?k=%E3%83%91%E3%83%B3%E3%83%81%E3%83%A9%E3%82%A4%E3%83%B3%E3%82%B9%E3%83%AA%E3%83%A090&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%2591%25E3%2583%25B3%25E3%2583%2581%25E3%2583%25A9%25E3%2582%25A4%25E3%2583%25B3%25E3%2582%25B9%25E3%2583%25AA%25E3%2583%25A090%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
エンヴィー95,邪道,95,9,1540,#10,sinking,0,20,horizontal,テールスイング,slow,medium,harbor,https://www.youtube.com/watch?v=rIfjJ_RtMy4,https://www.amazon.co.jp/s?k=%E3%82%A8%E3%83%B3%E3%83%B4%E3%82%A3%E3%83%BC95&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25A8%25E3%2583%25B3%25E3%2583%25B4%25E3%2582%25A3%25E3%2583%25BC95%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
ザブラシステムミノー123F,ジップベイツ,123,15,2530,#6,floating,0,50,horizontal,テールスイング,medium,long,river,https://www.youtube.com/watch?v=654VBY2yet4,https://www.amazon.co.jp/s?k=%E3%82%B6%E3%83%96%E3%83%A9%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%83%9F%E3%83%8E%E3%83%BC123F&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25B6%25E3%2583%2596%25E3%2583%25A9%25E3%2582%25B7%25E3%2582%25B9%25E3%2583%2586%25E3%2583%25A0%25E3%2583%259F%25E3%2583%258E%25E3%2583%25BC123F%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,3,川バチでかつてよく使っていたミノー。泳ぎが安定していることと泳ぎすぎないため表層のドリフトで使用していた。川の流れが早いときに流れをつかみすぎずに水深50センチ程度を流せるルアーとして重宝していた。ただし爆発的に釣れるイメージはなく、登場機会は現象している。ややレンジを入れられるバチ抜けにも使えるミノーというのはあまりなく、メーカーにはここの空白地帯を埋めていってほしいところ。長くて細くて水をつかみすぎないという観点でルアーを漁りたどり着いた一つの答え。
コモモSF-125,アイマ,125,18,2200,#4,floating,0,50,horizontal,テールスイング,"dead_slow,slow",long,river,https://www.youtube.com/watch?v=gpn3KqtiBJE,https://www.amazon.co.jp/s?k=%E3%82%B3%E3%83%A2%E3%83%A2SF-125&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25B3%25E3%2583%25A2%25E3%2583%25A2SF-125%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,4,"元祖引き波表層系。川バチでの定番であったが、近年バチ抜けイコール細身のイメージが定着したため近頃はあまり使われていない。今でも釣れるし125サイズで表層をひけるという点で唯一無二。シャローランナージャンルのルアーは概してバチ抜けにも利用できる。コモモシリーズが好きなのはレンジを刻めること。川バチにおけるレンジ刻みの指針がどこのメーカーも出しておらず同じメーカーでレンジを刻めることはアドバンテージになると思うのだが、アイマはバチ抜け用として自社であまり認識していないようだ。
川バチのレンジ攻略ではコモモSF125で表層から5センチ、次にコモモカウンター125で50センチ、サスケ裂波で1Mのレンジを刻める。コモモはロール、サスケ裂波はウォブリングの要素が強い。無理に品薄のブローウィンを買わなくてもアイマシリーズで川バチのレンジ攻略は可能だ。"
ハイドロアッパー,アピア,80,12,1760,#8,sinking,10,30,horizontal,テールスイング,slow,medium,harbor,https://www.youtube.com/watch?v=LQ9frTHYB-M,https://www.amazon.co.jp/s?k=%E3%83%8F%E3%82%A4%E3%83%89%E3%83%AD%E3%82%A2%E3%83%83%E3%83%91%E3%83%BC&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%258F%25E3%2582%25A4%25E3%2583%2589%25E3%2583%25AD%25E3%2582%25A2%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,,使用経験なし
チキチータ,ハルシオンシステム,150,15,2200,#4,floating,0,10,horizontal,I字,"dead_slow,slow",long,river,https://www.youtube.com/watch?v=DquLZ_WmLRs,,,5,大好きなルアー。どうやって動いているか分からないウネウネした動きが唯一無二。一番大きいサイズがチキチータであるが廃盤になっているはず。表層系ルアーの変わり種で川バチで使用する。表層で他のルアーに出きらないときでもチキチータだけ連発する場面多数。釣り方はデッドスローの表層に波紋をだしてのリトリーブ。アピールが強いので川バチに最適だし、複雑な動きをするようで見切られにくいと感じている。バナナカラーが一番かわいいがあと一本しかないので投げるのを躊躇している。
チキチータベイビー,ハルシオンシステム,120,13,2200,#8,sinking,0,30,horizontal,I字,"dead_slow,slow",long,river,https://www.instagram.com/reel/DHAjwmCJw2d/,https://www.amazon.co.jp/s?k=%E3%83%81%E3%82%AD%E3%83%81%E3%83%BC%E3%82%BF%E3%83%99%E3%82%A4%E3%83%93%E3%83%BC&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%2581%25E3%2582%25AD%25E3%2583%2581%25E3%2583%25BC%25E3%2582%25BF%25E3%2583%2599%25E3%2582%25A4%25E3%2583%2593%25E3%2583%25BC%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,4,"チキチータのダウンサイジングモデル。フローティングであるが30センチ程度レンジがはいる。足場が高い場所でも同様にレンジが入るので重宝する。リップ付き水面直下ルアーといったイメージ。チキチータが素晴らしいのは同じアクションでチキチータは表層を、ベイビーは水面下30センチを引けるところ。同じメーカーの同じアクションでレンジを刻めるシステマティックな釣り方を構築できるところがうれしい。フローティングモデルのほかにサスペンド、シンキングモデルもありそれぞれレンジが30,50,80センチといったイメージで使っている同じアクションでレンジを刻めるのはリップ付きミノーの特性である。川バチにも港湾バチにも強い。港湾バチでは4月の港湾バチ初期のタイミングで出てくる長い表層バチが出てくるときが使い時。江東区運河で桜が散る時期、バチが出きったあとでもストラクチャーをタイトに引いてくると面白いようにバイトが出る。"
ローリングベイト77,タックルハウス,77,18,1650,#6,sinking,30,100,tail_down,I字,slow,long,bottom,https://www.youtube.com/watch?v=hPCtBZuAr-Q,https://www.amazon.co.jp/s?k=%E3%83%AD%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%99%E3%82%A4%E3%83%8877&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25AA%25E3%2583%25B3%25E3%2582%25B0%25E3%2583%2599%25E3%2582%25A4%25E3%2583%258877%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,2,"底バチ用の定番ルアー。当時底を狙うとしたらバイブレーションしかなかったため、スローで泳ぐとバチ抜けでも釣れるアクションとなるローリングベイトが重宝されていた。シンペンのイメージで浮き上がりを抑えたバイブレーションのレンジを引けるルアーといったイメージ。確かに釣れるが本当にバチ抜け特化のアクションなのかというと私は疑問視しており近年はワームに7ｇ～14ｇのジグヘッドをつけて同じレンジを釣っている。
底バチの主戦場は川だが、川ではアピールが弱すぎるところも気になるところ。"
コアマン アルカリ,コアマン,83,,990,,sinking,0,20,horizontal,I字,slow,medium,bottom,https://www.youtube.com/watch?v=eFqRbN-EN3o,https://www.amazon.co.jp/s?k=%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%AA&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25B3%25E3%2582%25A2%25E3%2583%259E%25E3%2583%25B3%2520%25E3%2582%25A2%25E3%2583%25AB%25E3%2582%25AB%25E3%2583%25AA%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,5,"R32のあとのシーバスワームでの大ヒットルアー。
管理人はワームをとても信頼しているが、同じジャンルのワームの使い分けについてまで理解が及んでいない。なのでミドルアッパーと同じように使って、同じように釣れている。
使い方はミドルアッパーを参照。"
モアザン ミドルアッパー,ダイワ,89,,968,,sinking,0,20,horizontal,I字,slow,medium,bottom,https://www.youtube.com/watch?v=DAokuVbG2i0,https://www.amazon.co.jp/s?k=%E3%83%A2%E3%82%A2%E3%82%B6%E3%83%B3%20%E3%83%9F%E3%83%89%E3%83%AB%E3%82%A2%E3%83%83%E3%83%91%E3%83%BC&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%25A2%25E3%2582%25A2%25E3%2582%25B6%25E3%2583%25B3%2520%25E3%2583%259F%25E3%2583%2589%25E3%2583%25AB%25E3%2582%25A2%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,5,"港湾で多用。ハードルアーでショートバイトが頻発するときに使用。大体はセイゴの時が多いが、正体を突き止められる。魚がいるが見切られているときにワームを入れるとハードルアーと比較してバイト数は3～4培になるイメージ。使い時はハードルアーでアジャストできないとき。ジグヘッドは1.8gを使用。スローで巻いても見切られづらいのがワームの良さ。
足元でライズがあるときに水面直下で8の字引き、シェイクでそのまま持っていく。ミドルアッパーはバチ抜け以外でも釣れるので必携。難しすぎる沖縄のマイクロベイトパターンオニヒラアジもミドルアッパー2.5だけが攻略できた。"
バロール130,エクリプス,130,20,2200,#6,sinking,0,40,horizontal,テールスイング,"slow,medium",long,harbor,https://www.youtube.com/watch?v=AGs7sx1ElMM,https://www.amazon.co.jp/s?k=%E3%83%90%E3%83%AD%E3%83%BC%E3%83%AB130&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%2590%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25AB130%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,2,"川バチでの新定番。コモモ系の泳ぎをすると思いきや、マニック系の泳ぎ。飛ばせて表層をスローに引けるというのをメーカーも謳っているので、マニックのコンセプトに似ている。
マニックの時に書いたように、こちらもリア下がり且つ浮上が早い泳ぎであり、そこが気に入らず、あまり使っていない。前田泰久氏がプロデュースしたルアーであるが、つい最近の雑誌連載でフロントスプリットリングにシンカーを付けて姿勢を並行に矯正してバチ抜け攻略をしていた。開発者であっても私と同じようにできれば水平姿勢にしたいという思いがあるのかと興味深かった。"
バロール6５,エクリプス,50,7.3,1738,#8,sinking,0,10,horizontal,テールスイング,all,medium,"harbor,kurukuru",https://www.youtube.com/watch?v=MQd6a9pablo,https://www.amazon.co.jp/s?k=%E3%83%90%E3%83%AD%E3%83%BC%E3%83%AB50&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2583%2590%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25AB50%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,4,港湾バチで使いやすいルアー。やや丸っこいボディでゆらゆらとした泳ぎ。キャスタビリティがよくライズの狙い撃ちが可能。130とは性格が違って平行に近い泳ぎ姿勢。ルアー姿勢が安定しているのでクルクルバチでの早巻きにハマる。1秒2回転で何も考えず広範囲に投げればドンっと深いバイトが出る。バチ抜けではないが明暗をドリフトさせるのもとてもやりやすい。
グース125F,ハンプコーポレーション,125,16,2090,#6,floating,0,20,horizontal,テールスイング,"dead_slow,slow",long,river,https://www.youtube.com/watch?v=--R4IGJ-490,,,4,"コモモのライバルルアーであり、コモモと同じレンジを別のアクションで引けるルアー。川バチで使う。リップが大きくバチ抜けには向いていないように思えるが、デッドスローに引いた時の引き波がリップレスとは異なる。人為的であるが釣れそうなほのかな引き波を出せる。使うタイミングはライズが出る前にアピールしたいとき。アップか止水域限定で使う。早く巻くとバチ抜けでは釣れないアクションに変わるので注意。ウエイトボールを戻さないと垂直に近い立ち姿勢。この姿勢のほっとけでも釣れる。ほっとけは水平ではなく、立ち姿勢のほうがだましやすい印象。廃盤であり、バチ抜け用というかシャローランナーとしていまだに人気があるので入手困難。
現在シャローランナーはメガバスのカゲロウが制覇したが、グースの動きをやや抑えて、よりイレギュラーアクションが出るように改良しているというイメージ。
本ルアーとは関係ないがハンプコーポレーションがバース130Fというルアーも作っていて、どうみてもグースのスリムバージョンだった。グースに惚れ込んでいる身としてはよく使ったが特筆して釣れるルアーではなかった。なぜ釣れないのだろうと謎が残ったルアー。"
サスケSS-95,アイマ,95,10,1870,#6,sinking,30,60,horizontal,テールスイング,medium,long,river,https://www.youtube.com/watch?v=d-AtZoFpmVI,https://www.amazon.co.jp/s?k=%E3%82%B5%E3%82%B9%E3%82%B1SS95&tag=bachilure-22,https://hb.afl.rakuten.co.jp/hgc/3a0b5c9c.7de4b1ee.3a0b5c9d.e6b2f811/?pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%25E3%2582%25B5%25E3%2582%25B9%25E3%2582%25B1SS-95%2F&link_type=text&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6InRleHQiLCJjb2wiOjF9,3,"川バチで使用。レンジを入れてゆったり引いてくることが出来る。早巻きをするとウォブリングが強いルアーなのでアップもしくは止水時が使い時。レンジが50-70cmくらいのイメージ。使い分けとしてより深くてボディの大きさによるアピールを出したいなら裂波。
近距離でライズしていてかつレンジを入れたいときに有用。ウエイトを戻さないと尻下がりでのフラフラした挙動になる。レンジを安定的に入れられて、その泳ぎが出来るのはないので重宝する。イメージはワンダーの動きでレンジを入れて引くことが出来る。"
トリップ66,アイマ,66,10,1760,#8,sinking,0,15,horizontal,テールスイング,slow,medium,harbor,https://www.youtube.com/watch?v=d-AtZoFpmVI,,,2,アイマ初のシンキングペンシル（のはず）。廃盤。ボテッとしたフォルムをしておりキャスタビリティ、操作性が良い。やや重いルアーなので艶めかしい動きは出しづらい。他ルアーとの明確な差別化要素がないので埋もれていったルアー。可愛いフォルムなのでたまに持っていく。
